id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Sha256_00146F1A10B723980C6904ECEEAF4D7B25D9080DCBA5D078F1CC068F40E9C9F5,3108.949752030177,1075.9965159286796,985.8034932256217,982.6253826224471,902.6469393485437,758.6688301165617,738.3207500718422,681.9905581413577,653.5606048956215,595.2101780993172,530.1984746918363,437.27925465519667,399.8383235917125,355.3948735238192,276.2764744513113,252.88958849261851,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,2.109912856017408e-13,7.187059466971496e-14
Sha256_0016800E685B5C4B377BA6980CE203ACFEED935D76C2FA0172E6D164458D4F02,2956.978571973549,1144.601057009436,960.9767043178923,954.0366066583276,861.3449682150847,794.7265034953349,759.1204458980824,739.5061946090682,698.7713232464421,659.9272457321744,585.0343475184712,481.674054903597,452.80099113815385,371.258996787049,303.7492408614796,262.63937791860343,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,2.064085000536847e-13,1.526097496615537e-13
Sha256_00186B0392A1D725669D24B91480AEC970949979AB74CEEEFA2C288E06D09DD2,3135.1990996199706,1094.819015292536,963.8172848591851,930.1026139649276,909.2563862708048,817.2392002850207,708.3417229190235,688.9567080089098,638.1920234989408,583.528014004738,510.87544454226304,501.752982446432,431.87709330490645,419.25961957759534,324.9515846945343,282.78632934021374,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,2.310089618750766e-13,1.0008942152491296e-13
Sha256_001CA6A60E6F8C6BC2719A0D3EE31B09F73AB1D59A4C7CC8F291389BFD36E17C,3044.339895793905,1140.5926424791671,986.9118269896784,830.977659866128,789.4251581456931,768.746857710539,718.7710830254761,706.2209486377277,668.5929559516496,631.8233872210377,565.1341291686507,513.3365858674455,426.232954402874,365.97130923746164,322.4179469663924,273.1469510186737,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,2.2567009695436927e-13,5.6731680344306075e-14
Sha256_00075A49173980C2B9F62E613FA4548EF4D31EF8A5A340067C9615EB27B65AD2,3053.352877105255,1102.9105307173402,1054.5747386547616,886.8506984538924,824.1366828313521,774.0546420969804,748.0359061563103,704.8099614477755,617.1812048016648,607.1831147175451,522.7370097828343,469.06649605884553,429.25291529398567,397.05036131316734,339.5144175323552,329.62469697200896,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,2.2630848605704268e-13,1.0975122351016044e-13
Sha256_0022A4E850B75CF448C6347CD33D93BE24AD15922EE3AE2C487124191D3B9A3B,3082.945937857785,1102.4723107905536,1022.3852944341876,827.5810770032792,805.6078923411313,797.0664509296098,754.2554156529777,711.9802128553107,654.4853260578358,617.0396228412523,579.2273454357039,512.3485737256768,414.87144547189575,393.5342398235165,329.61920025586693,241.65121915455367,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,2.1526131069761622e-13,9.915284602626041e-14
Sha256_001EBBA1363E3E402995C2C9E231ECF1FD55406AC2533B4FE33E5AC008907B61,2965.4686754437294,1089.1389411008236,1030.850984033325,938.1373691452983,814.9751729543596,789.9711192193726,723.337923948326,672.2759923101469,625.96773719624,596.2325037923165,548.242478281021,489.84239189762116,433.309868421854,402.49177412699134,367.0350479383905,320.0996349135152,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,2.2967699225754703e-13,1.1629918022458606e-13
Sha256_001AEFD8A1486CA38D29B2618F31DE810559D3907BB5DFD40E2A0D7618C18F21,3101.2798372231928,1138.5312436409838,981.1565207791364,965.5989354141997,813.2235624453855,779.5139506444773,740.1760497220153,667.2383151417803,647.3285708084506,615.7304527037553,518.0175034010808,495.7118621504383,459.11561841051673,437.360933540859,346.59274184832014,256.5434106897538,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.0966109432765948e-13
Sha256_00188B4F8E46A6F6CC018E404EB63355E7EC8352CDC063FB03B27AE21761BC94,3037.469859554576,1112.2188010336213,1021.228059535143,913.015589219854,900.5085517954802,753.4249411954552,724.9793443909413,682.5132011138396,652.6672204222273,646.6122302776927,556.9643870772766,461.25730934398905,386.23878986153005,361.31826128783365,304.54472153525035,258.9972486752796,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,2.1570068400063534e-13,7.395813686888422e-14
Sha256_000CC8E7E98B72F4B49CC65D3C83E05A0E0C9225ABD322900AE86BB659DAE3ED,3058.6091720639947,1160.5897524645982,946.8194857752134,903.9064301751013,825.870316650655,801.4737584542141,756.882783011881,744.9249958426753,678.0261968387997,575.6032801265551,556.8508754147772,457.0113972886429,443.15273163049346,376.6049705265737,342.03288223131017,280.1116019014899,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,2.1364187988386693e-13,6.021898460784638e-14
Sha256_001624E4435C7FA168E460DC2ABA83FDCCEBFA377BF499A6C8DB01095A63A425,2862.188210236482,1082.3133293352694,1011.2342780303267,934.1871514732567,875.6077593217157,802.8445257136655,766.8784315263315,720.2227690128756,651.3613677551016,560.0359785822213,544.1634786126211,510.3249346677162,443.8250286208773,382.4672583505816,334.46827814484766,281.9861928395538,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,1.9487925128503e-13,6.943817700414106e-14
Sha256_00156E8FFD309BE9E4AE6B8FEE0D75794F23877022E9F7BFDA7DCE58CCCFA86F,3055.646968699636,1040.219768817666,954.0985280184913,881.0280447000166,848.9435068576587,804.9447227000113,776.9925863036743,735.4293417894613,726.6897462489635,584.3628174915649,527.600380182803,501.14723137777804,457.0018805876703,436.5425150042241,399.2205161638433,264.13904084554304,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,2.116496063453097e-13,5.813358147015717e-14
Sha256_00065947A5BEDE9CC39BDA39B3F1EFDC5B0ECC04408EDFAAD2AEE0E031D39D2D,3015.498929105816,1043.4123619834138,986.0226100309736,884.9661961033579,831.8933988386754,777.1583944732068,700.7659998387078,664.4873216923962,639.6522812406625,627.6834698297668,564.6314815818864,512.1315161374517,495.1162313094586,403.9370352890343,314.80429696365286,261.87206027568845,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,2.2033282209556424e-13,6.887065104490469e-14
Sha256_000952BC2EEE0C342B6A6EDD8FD4F82B15E51CB3D2A4A04BF53677243B542D78,2973.0006917635096,995.3101099794791,979.0450722892833,914.4178093961218,864.2184187711284,826.5648746356816,738.0631801828198,677.7923368411498,656.631176439971,611.2139133217846,582.5807086789862,474.344342578396,460.27916624392515,420.45111371707634,340.6372052737481,253.06771463722473,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.097070477278792e-13,2.904682469176895e-14
Sha256_00209D98962BCF42551A2F74EADDD06AC6CEB190E4A89123EA06A8F0BAB8633F,3133.4650748852678,1112.9034974589676,991.4535670117924,936.060152918344,908.2993226414106,800.6517618596132,707.0929992867627,630.1212509271503,620.6708559610026,599.8425303699547,507.27234204666144,453.6605474839106,451.20830244200334,424.9618677766256,366.23294719126267,309.28927189890305,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,2.469026298669261e-13,1.819543534371712e-13
Sha256_000BDECE148BF46C96433A5EC996CB2ABE641EF20EF77C293E4100B0A5426FD1,3049.1816006971776,1076.1443942055685,974.3350049492032,910.4436475820347,866.9309341555264,796.873590861742,729.7060769256842,703.2290952727553,670.6980065337175,608.3330227496199,566.9139984470352,510.25828310871316,452.3630218380655,388.9961813543537,366.39058772735405,327.31836625315145,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,2.1856290212674054e-13,4.256178092689766e-14
Sha256_0011E688D5A01805C7EAE1C7709B11FC98A3AF78458077307561BB3E3D916C0E,3101.2798372231928,1138.5312436409838,981.1565207791364,965.5989354141997,813.2235624453855,779.5139506444773,740.1760497220153,667.2383151417803,647.3285708084506,615.7304527037553,518.0175034010808,495.7118621504383,459.11561841051673,437.360933540859,346.59274184832014,256.5434106897538,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.2931656573632613e-13,2.0966109432765948e-13
Sha256_0018CB40B75B81CF1A55A894D7457C23FBE40E2733E17F5F775E158370119C60,3161.384690209129,1134.1440090178328,1012.1440514174072,965.7135810120025,847.6367690232754,795.4108670717052,755.2549498079227,742.5010765225377,683.7319629612554,550.2471558043742,503.4270794242892,467.6970628498036,430.14988799517715,373.3994454393639,313.0888259052912,226.31857414286796,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,2.365628548291693e-13,1.446543965101722e-13
Sha256_001FE57178EC760A893F1F964CE8AC19C5A43B2C8848D8D910461DB81941C08E,2876.717300967063,1030.4059783862551,997.979588887074,936.9668095656633,863.9290187742291,794.6772092698927,763.7684740223892,730.7329205331127,678.8760886038458,618.2943047648696,572.6733271898989,532.8935243511738,469.5830882961091,386.0039022303277,314.69584233406687,202.69762455257344,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,2.0502782569483865e-13,1.0467797078588722e-13
Sha256_002179CAFF058F0367E57D443A669B746C41BCE4F3573C52AF2636A6DFE50BB2,2979.631768983469,1062.59235998058,1006.3121377232983,923.8393873519768,826.456526007982,804.6973248578827,733.7192682273261,714.1535135751487,646.1611851428928,596.3167899048537,538.7072709486071,488.14909776650734,474.57799439666604,440.03243204286963,303.0437878552356,248.03201040433188,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,2.2900361786209346e-13,1.5868058701712178e-13
